kegg_number	RH_1_DKDN250001555-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_2_DKDN250001556-1A_22VYGNLT3_L3_kegg_hits.tsv	RH_2_DKDN250001556-1A_22W2JCLT3_L1_kegg_hits.tsv	RH_3_DKDN250001557-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_5_DKDN250001558-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_8_DKDN250001559-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_1_DKDN250001546-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_2_DKDN250001547-1A_22Y2CMLT3_L2_kegg_hits.tsv	carK_4_DKDN250001548-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_8_DKDN250001549-1A_22Y2CMLT3_L2_kegg_hits.tsv	carK_9_DKDN250001550-1A_22KVLLLT4_L8_kegg_hits.tsv	carR_10_DKDN250001554-1A_22VYGNLT3_L3_kegg_hits.tsv	carR_10_DKDN250001554-1A_22W2JCLT3_L1_kegg_hits.tsv	carR_1_DKDN250001551-1A_22VYGNLT3_L3_kegg_hits.tsv	carR_1_DKDN250001551-1A_22W2JCLT3_L1_kegg_hits.tsv	carR_5_DKDN250001552-1A_22KVLLLT4_L6_kegg_hits.tsv	carR_9_DKDN250001553-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_1_DKDN250001560-1A_22VYGNLT3_L3_kegg_hits.tsv	ces_3_DKDN250001561-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_5_DKDN250001562-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_6_DKDN250001563-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_7_DKDN250001564-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_1_DKDN250001570-1A_22VYGNLT3_L3_kegg_hits.tsv	hok_1_DKDN250001570-1A_22W2JCLT3_L5_kegg_hits.tsv	hok_2_DKDN250001571-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_3_DKDN250001572-1A_22VYGNLT3_L3_kegg_hits.tsv	hok_3_DKDN250001572-1A_22W2JCLT3_L1_kegg_hits.tsv	hok_5_DKDN250001573-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_7_DKDN250001574-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_1_DKDN250001565-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_3_DKDN250001566-1A_22VYGNLT3_L3_kegg_hits.tsv	mtz_4_DKDN250001567-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_6_DKDN250001568-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_7_DKDN250001569-1A_22KVLLLT4_L8_kegg_hits.tsv
K21262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000365	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
K21337	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
K21342	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000159	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
K21460	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000315	0.000000	0.000000	0.000000	0.000000	0.000226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
K21555	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000329	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
K21884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000610	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
K22457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000158	0.000000	0.000000	0.000000	0.000000	0.000125	0.000000	0.000000	0.000000	0.000147	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000162
K22513	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000961	0.000000	0.000000	0.000000	0.000943	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
K23067	0.000000	0.000000	0.000000	0.000439	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000225	0.000000	0.000000	0.000000	0.000214	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
K25068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000480	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
K25618	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
K00197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000133	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
